>>> abydos (Linux - v0.2.1 - July 11, 2020) - IMAGE (http://snisurset.net/code/abydos/news.html)
Image format	MIME type(s)	Extension(s)	Supported by abydos	Supported by gdk-pixbuf	Supported by Deark	Supported by ImageMagick	Supported by FFmpeg
SHS        Super Hires Studio                       Commodore 64
SHX        SHF-XL Edit                              Commodore 64
SIF        Super Hires Interlace FLI Editor         Commodore 64
SPD        SpritePad                                Commodore 64
UFL        UFLI-editor                              Commodore 64
UIF        UIFLI-editor                             Commodore 64
VHI        Vertical Hires Interlace Editor          Commodore 64
VIC        VIC                                      Commodore 64
VID        Vidcom 64                                Commodore 64
WIG        Wigmore Artist 64                        Commodore 64
XFL        X-FLI Editor                             Commodore 64
ZOM        Zoomatic                                 Commodore 64
ZS         Star Painter font                        Commodore 64
BP         Best Paint                               Commodore VIC-20
FLF        Turbo Rascal Syntax Error                Commodore VIC-20
MG         MINIPAINT                                Commodore VIC-20
PIC0       Picasso                                  Commodore VIC-20
BKS        BKS                                      Electronika BK
PIC        PIC                                      Electronika BK
SCR        SCR                                      Electronika MC 0515
PI         PI                                       FM Towns
PIC        PIC                                      FM Towns
GRB        GROB                                     HP 48
GRO        GROB                                     HP 48
GRP        Screen 2                                 MSX
SC2        Screen 2                                 MSX
SC3        Screen 3                                 MSX
G9B        GFX9k                                    MSX V9990 VDP
CMP        Dot Designer's Club (DD-Graph)           MSX2
FNT        Dynamic Publisher font                   MSX2
GE5        Screen 5                                 MSX2
GE7        Screen 7                                 MSX2
GE8        Screen 8                                 MSX2
GL5        GL5                                      MSX2
GL6        GL6                                      MSX2
GL7        GL7                                      MSX2
GL8        GL8                                      MSX2
MAG        Maki-chan Graphics                       MSX2
MAX        Maki-chan Graphics                       MSX2
MIF        MSX Interchange Format                   MSX2
MIG        MIG                                      MSX2
PCT        Dynamic Publisher screen                 MSX2
PI         PI                                       MSX2
PIC        YPIC                                     MSX2
PIC        Screen 8                                 MSX2
SC4        Screen 4                                 MSX2
SC5        Screen 5                                 MSX2
SC5        Screen 5 interlaced                      MSX2
SC6        Screen 6                                 MSX2
SC6        Screen 6 interlaced                      MSX2
SC7        Screen 7                                 MSX2
SC7        Screen 7 interlaced                      MSX2
SC8        Screen 8                                 MSX2
SC8        Screen 8 interlaced                      MSX2
SH5        SH5                                      MSX2
SH6        SH6                                      MSX2
SH7        SH7                                      MSX2
SH8        SH8                                      MSX2
SR5        Graph Saurus                             MSX2
SR6        Graph Saurus                             MSX2
SR7        Graph Saurus                             MSX2
SR8        Graph Saurus                             MSX2
SRI        Graph Saurus                             MSX2
STP        Dynamic Publisher stamp                  MSX2
GLA        GLA                                      MSX2+
GLB        GLB                                      MSX2+
GLC        GLC                                      MSX2+
GLS        GLS                                      MSX2+
SCA        Screen 10                                MSX2+
SCA        Screen 10 interlaced                     MSX2+
SCB        Screen 10                                MSX2+
SCC        Screen 12                                MSX2+
SCC        Screen 12 interlaced                     MSX2+
SHA        SHA                                      MSX2+
SHB        SHB                                      MSX2+
SHC        SHC                                      MSX2+
SRA        Screen 10                                MSX2+
SRS        Screen 12                                MSX2+
YJK        Screen 12                                MSX2+
MAG        Maki-chan Graphics                       NEC PC-80
IMG        ArtMaster88                              NEC PC-88
IMG        DaVinci                                  NEC PC-88
KTY        Kitty                                    NEC PC-88
MAG        Maki-chan Graphics                       NEC PC-88
PI         PI                                       NEC PC-88
KT4        Kitty                                    NEC PC-88 VA
MAG        Maki-chan Graphics                       NEC PC-88 VA
PIC        PIC                                      NEC PC-88 VA
ARV        ARTV                                     NEC PC-98
EBD        EBD                                      NEC PC-98
MAG        Maki-chan Graphics                       NEC PC-98
MKI        Maki-chan Graphics                       NEC PC-98
ML1        Mapletown Network ML1                    NEC PC-98
MX1        Mapletown Network MX1                    NEC PC-98
NL3        Mapletown Network NL3                    NEC PC-98
PI         PI                                       NEC PC-98
Q4         XLD4                                     NEC PC-98
ZIM        Z's Staff Kid98                          NEC PC-98
CHS        6x8 font                                 Oric
HIR        HIR                                      Oric
HRS        HRS                                      Oric
EPA        Award BIOS logo                          PC
FLF        Turbo Rascal Syntax Error                PC
FNT        Image 72 font                            PC
HS2        Handy Scanner 2000 POSTERING             PC
MSP        Microsoft Paint version 1 or 2           PC
TIM        TIM                                      PlayStation
ICN        ICN                                      Psion Series 3
PIC        PIC                                      Psion Series 3
LCE        LCE                                      SAM Coupe
SCS4       Mode 4                                   SAM Coupe
SS1        Mode 1                                   SAM Coupe
SS2        Mode 2                                   SAM Coupe
SS3        Mode 3                                   SAM Coupe
SS4        Mode 4                                   SAM Coupe
SSX        SSX                                      SAM Coupe
MAG        Maki-chan Graphics                       Sharp X68000
PIC        PIC                                      Sharp X68000
HR         HR                                       TRS-80
RLE        CompuServe RLE                           TRS-80
SHR        MagicDraw                                TRS-80
CLP        CLP                                      TRS-80 Color Computer
GRF        GRF                                      TRS-80 Color Computer
MAX        MAX                                      TRS-80 Color Computer
P11        P11                                      TRS-80 Color Computer
P41        P41                                      TRS-80 Color Computer
